"1.500000	",#VALUE!,"	-0.029310	"
"	1.500000	",,"	-0.084078	"
"	1.500000	",,"	-0.108885	"
"	1.500000	",,"	-0.089232	"
"	1.500000	",,"	-0.062493	"
"	1.498000	",,"	-0.059754	"
"	1.498000	",,"	-0.094065	"
"	1.498000	",,"	-0.049767	"
"	1.498000	",,"	-0.109529	"
"	1.496000	",,"	-0.113234	"
"	1.496000	",,"	-0.055566	"
"	1.496000	",,"	-0.066681	"
"	1.496000	",,"	-0.053633	"
"	1.494000	",,"	-0.049445	"
"	1.494000	",,"	-0.079084	"
"	1.494000	",,"	-0.054116	"
"	1.494000	",,"	-0.022061	"
"	1.492000	",,"	-0.030437	"
"	1.492000	",,"	-0.045579	"
"	1.492000	",,"	-0.022705	"
"	1.492000	",,"	-0.129503	"
"	1.490000	",,"	-0.084883	"
"	1.490000	",,"	0.046722	"
"	1.490000	",,"	-0.039941	"
"	1.490000	",,"	-0.039297	"
"	1.488000	",,"	-0.066359	"
"	1.488000	",,"	-0.094226	"
"	1.488000	",,"	-0.065875	"
"	1.488000	",,"	-0.068936	"
"	1.486000	",,"	-0.043807	"
"	1.486000	",,"	0.023526	"
"	1.486000	",,"	-0.039941	"
"	1.486000	",,"	-0.042196	"
"	1.484000	",,"	-0.036881	"
"	1.484000	",,"	-0.042679	"
"	1.484000	",,"	-0.017389	"
"	1.484000	",,"	-0.146417	"
"	1.482000	",,"	0.028197	"
"	1.482000	",,"	-0.086011	"
"	1.482000	",,"	-0.027538	"
"	1.482000	",,"	-0.043968	"
"	1.480000	",,"	-0.006758	"
"	1.480000	",,"	-0.051378	"
"	1.480000	",,"	-0.061043	"
"	1.480000	",,"	-0.064909	"
"	1.478000	",,"	-0.092776	"
"	1.478000	",,"	-0.046868	"
"	1.478000	",,"	-0.033981	"
"	1.478000	",,"	-0.045418	"
"	1.476000	",,"	-0.047673	"
"	1.476000	",,"	-0.020772	"
"	1.476000	",,"	-0.051539	"
"	1.476000	",,"	-0.013040	"
"	1.474000	",,"	0.040600	"
"	1.474000	",,"	-0.053311	"
"	1.474000	",,"	-0.035270	"
"	1.474000	",,"	-0.025766	"
"	1.472000	",,"	-0.009013	"
"	1.472000	",,"	-0.038814	"
"	1.472000	",,"	-0.148189	"
"	1.472000	",,"	-0.064587	"
"	1.470000	",,"	-0.033981	"
"	1.470000	",,"	-0.046707	"
"	1.470000	",,"	-0.072963	"
"	1.470000	",,"	-0.038975	"
"	1.468000	",,"	-0.071352	"
"	1.468000	",,"	-0.049123	"
"	1.468000	",,"	-0.066520	"
"	1.468000	",,"	-0.059593	"
"	1.466000	",,"	-0.072802	"
"	1.466000	",,"	-0.061848	"
"	1.466000	",,"	-0.003858	"
"	1.466000	",,"	-0.059915	"
"	1.464000	",,"	-0.046223	"
"	1.464000	",,"	-0.068131	"
"	1.464000	",,"	-0.039619	"
"	1.464000	",,"	-0.160753	"
"	1.462000	",,"	-0.055405	"
"	1.462000	",,"	0.028519	"
"	1.462000	",,"	-0.174929	"
"	1.462000	",,"	-0.081984	"
"	1.460000	",,"	-0.103086	"
"	1.460000	",,"	-0.088427	"
"	1.460000	",,"	-0.009980	"
"	1.460000	",,"	-0.048156	"
"	1.458000	",,"	-0.072319	"
"	1.458000	",,"	-0.057499	"
"	1.458000	",,"	-0.055405	"
"	1.458000	",,"	-0.064265	"
"	1.456000	",,"	0.080710	"
"	1.456000	",,"	-0.106629	"
"	1.456000	",,"	-0.062976	"
"	1.456000	",,"	-0.048156	"
"	1.454000	",,"	-0.100992	"
"	1.454000	",,"	-0.125154	"
"	1.454000	",,"	-0.139974	"
"	1.454000	",,"	-0.105019	"
"	1.452000	",,"	-0.087944	"
"	1.452000	",,"	-0.037847	"
"	1.452000	",,"	-0.070708	"
"	1.452000	",,"	-0.055566	"
"	1.450000	",,"	-0.061848	"
