I (A),H (T),dP/dH
5.9,387.90160000000003,0.009426
5.9,387.90160000000003,0.023928
5.9,387.90160000000003,0.093215
5.898,387.772792,0.067756
5.898,387.772792,0.020706
5.896,387.643984,0.033918
5.896,387.643984,0.034885
5.894,387.515176,0.060022
5.894,387.515176,0.0626
5.892,387.386368,0.018128
5.892,387.386368,0.029729
5.89,387.25755999999996,0.046809
5.89,387.25755999999996,-0.034401
5.888,387.12875199999996,0.032952
5.888,387.12875199999996,0.018772
5.886,386.99994399999997,0.035852
5.886,386.99994399999997,0.066789
5.884,386.871136,0.013616
5.884,386.871136,0.03553
5.882,386.742328,-0.027311
5.882,386.742328,0.063566
5.88,386.61352,0.0655
5.88,386.61352,0.02554
5.878,386.484712,-0.014099
5.878,386.484712,0.012971
5.876,386.355904,0.071945
5.876,386.355904,0.019739
5.874,386.22709599999996,0.028118
5.874,386.22709599999996,0.117707
5.872,386.09828799999997,0.099015
5.872,386.09828799999997,-0.007653
5.87,385.96948,-0.023444
5.87,385.96948,0.007493
5.868,385.840672,-0.012165
5.868,385.840672,0.014583
5.866,385.711864,0.024251
5.866,385.711864,0.017483
5.864,385.583056,0.030373
5.864,385.583056,-0.066305
5.862,385.454248,0.028762
5.862,385.454248,-0.016032
5.86,385.32544,-0.098854
5.86,385.32544,0.032307
5.858,385.19663199999997,0.124796
5.858,385.19663199999997,0.029729
5.856,385.067824,-0.023122
5.856,385.067824,0.002337
5.854,384.939016,0.022639
5.854,384.939016,0.030373
5.852,384.810208,0.071945
5.852,384.810208,0.023928
5.85,384.68139999999994,0.025217
5.85,384.68139999999994,-0.000564
5.848,384.552592,-0.107555
5.848,384.552592,0.027473
5.846,384.423784,0.071623
5.846,384.423784,0.033274
5.844,384.294976,0.030373
5.844,384.294976,-0.008942
5.842,384.16616799999997,0.023928
5.842,384.16616799999997,0.03843
5.84,384.03736,0.058733
5.84,384.03736,0.087414
5.838,383.908552,0.039075
5.838,383.908552,0.033918
5.836,383.779744,-0.132369
5.836,383.779744,0.05261
5.834,383.65093599999994,0.049709
5.834,383.65093599999994,-0.086608
5.832,383.52212799999995,-0.005398
5.832,383.52212799999995,0.088703
5.83,383.39332,0.225664
5.83,383.39332,0.081613
5.828,383.264512,0.119318
5.828,383.264512,0.077101
5.826,383.135704,0.080324
5.826,383.135704,0.058733
5.824,383.006896,0.039075
5.824,383.006896,0.057121
5.822,382.878088,0.095148
5.822,382.878088,0.055188
5.82,382.74928,0.057443
5.82,382.74928,0.131242
5.818,382.62047199999995,0.114806
5.818,382.62047199999995,0.110294
5.816,382.49166399999996,0.189249
5.816,382.49166399999996,0.154767
5.814,382.36285599999997,0.16379
5.814,382.36285599999997,0.145743
5.812,382.23404800000003,0.242422
5.812,382.23404800000003,0.22502
5.81,382.10524,0.28915
5.81,382.10524,0.390341
5.808,381.976432,0.317509
5.808,381.976432,0.495398
5.806,381.847624,0.596911
5.806,381.847624,0.704547
5.804,381.718816,0.789302
5.804,381.718816,0.883403
5.802,381.59000799999995,0.937866
5.802,381.59000799999995,1.0339
5.8,381.46119999999996,1.123812
5.8,381.46119999999996,1.155394
5.798,381.33239199999997,1.178919
5.798,381.33239199999997,1.248528
5.796,381.203584,1.262386
5.796,381.203584,1.306214
5.794,381.074776,1.329417
5.794,381.074776,1.363899
5.792,380.945968,1.311692
5.792,380.945968,1.476692
5.79,380.81716,1.362932
5.79,380.81716,1.419329
5.788,380.688352,1.474758
5.788,380.688352,1.282689
5.786,380.55954399999996,1.307181
5.786,380.55954399999996,1.273021
5.784,380.43073599999997,1.279466
5.784,380.43073599999997,1.39387
5.782,380.301928,1.393225
5.782,380.301928,1.436087
5.78,380.17312,1.483782
5.78,380.17312,1.480237
5.778,380.04431199999993,1.387425
5.778,380.04431199999993,1.272376
5.776,379.915504,1.087719
5.776,379.915504,1.001996
5.774,379.786696,0.772222
5.774,379.786696,0.629782
5.772,379.657888,0.49572
5.772,379.657888,0.355214
5.77,379.52907999999996,0.383251
5.77,379.52907999999996,0.434813
5.768,379.400272,0.371972
5.768,379.400272,0.264658
5.766,379.271464,0.329111
5.766,379.271464,0.417411
5.764,379.142656,0.582731
5.764,379.142656,0.670709
5.762,379.01384799999994,1.047113
5.762,379.01384799999994,1.348753
5.76,378.88503999999995,1.518909
5.76,378.88503999999995,1.759319
5.758,378.756232,2.041624
5.758,378.756232,2.087064
5.756,378.627424,2.126703
5.756,378.627424,2.053548
5.754,378.49861599999997,1.866633
5.754,378.49861599999997,1.558225
5.752,378.369808,1.268831
5.752,378.369808,0.98266
5.75,378.241,0.781568
5.75,378.241,0.43159
5.748,378.112192,0.054543
5.748,378.112192,-0.152027
5.746,377.983384,-0.40468
5.746,377.983384,-0.656688
5.744,377.85457599999995,-0.981527
5.744,377.85457599999995,-0.957035
5.742,377.72576799999996,-1.135245
5.742,377.72576799999996,-1.083039
5.74,377.59696,-1.006341
5.74,377.59696,-1.236112
5.738,377.46815200000003,-1.223866
5.738,377.46815200000003,-1.288318
5.736,377.339344,-1.373395
5.736,377.339344,-1.344714
5.734,377.210536,-1.448482
5.734,377.210536,-1.554183
5.732,377.081728,-1.562562
5.732,377.081728,-1.735937
5.73,376.95292,-1.817469
5.73,376.95292,-1.916403
5.728,376.82411199999996,-2.023393
5.728,376.82411199999996,-2.072376
