sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
AZ4,10,-10,,double_lorentzain,0.9362199086542874,True,0.009196886211395815,-1.9267487797196767,0.1323054677334036,1.5949015827592832,0.12597266113916636,245.32215050249923,0.06198032614601073,1.8651248524082598,0.06273151010458962,-1.0652308234785568,0.12405068674244486,-1.919094799044701,0.08816075902028604,242.45877799612896,0.03518190256222826,1.1733196914997284,0.03538531992533599,-0.00572262076246877,0.06362705361398138,1.8632785789036098e-05,0.00027606417421924116,AZ4_f10GHz_m10dB_processed.csv
