I (A),H (T),dP/dH
1.2,85.2028,-0.016032
1.2,85.2028,0.078391
1.2,85.2028,0.009104
1.198,85.073992,-0.015065
1.198,85.073992,0.006848
1.196,84.945184,0.036819
1.196,84.945184,-0.002175
1.194,84.816376,-0.012487
1.194,84.816376,0.01136
1.192,84.687568,0.001692
1.192,84.687568,-0.079518
1.19,84.55875999999999,-0.010232
1.19,84.55875999999999,-0.003142
1.188,84.429952,0.004915
1.188,84.429952,-0.008942
1.186,84.301144,-0.006687
1.186,84.301144,-0.083063
1.184,84.172336,-0.007653
1.184,84.172336,0.002659
1.182,84.043528,-0.029245
1.182,84.043528,0.002659
1.18,83.91472,0.015872
1.18,83.91472,-0.007009
1.178,83.785912,-0.048903
1.178,83.785912,-0.17813
1.176,83.657104,-0.003142
1.176,83.657104,-0.03988
1.174,83.528296,-0.051803
1.174,83.528296,-0.007653
1.172,83.39948799999999,-0.012165
1.172,83.39948799999999,0.028762
1.17,83.27068,-0.002175
1.17,83.27068,-0.021188
1.168,83.14187199999999,-0.01571
1.168,83.14187199999999,-0.022477
1.166,83.013064,0.006204
1.166,83.013064,-0.026022
1.164,82.884256,0.038108
1.164,82.884256,0.054221
1.162,82.755448,-0.003786
1.162,82.755448,-0.007331
1.16,82.62664,-0.037946
1.16,82.62664,-0.019255
1.158,82.497832,0.171202
1.158,82.497832,-0.007331
1.156,82.369024,0.016194
1.156,82.369024,-0.077907
1.154,82.240216,-0.001208
1.154,82.240216,-0.006042
1.152,82.111408,-0.019899
1.152,82.111408,-0.009909
1.15,81.98259999999999,0.006526
1.15,81.98259999999999,-0.035368
1.148,81.853792,-0.004109
1.148,81.853792,-0.029245
1.146,81.72498399999999,0.050354
1.146,81.72498399999999,-0.022155
1.144,81.596176,0.00846
1.144,81.596176,-0.029245
1.142,81.467368,-0.055026
1.142,81.467368,0.043264
1.14,81.33856,-0.021511
1.14,81.33856,0.018128
1.138,81.209752,-0.026022
1.138,81.209752,-0.025056
1.136,81.080944,-0.03279
1.136,81.080944,-0.019255
1.134,80.952136,0.023606
1.134,80.952136,-0.161372
1.132,80.82332799999999,-0.040846
1.132,80.82332799999999,-0.025378
1.13,80.69452,-0.0257
1.13,80.69452,-0.044391
1.128,80.56571199999999,0.013938
1.128,80.56571199999999,-0.014099
1.126,80.436904,-0.004753
1.126,80.436904,-0.029245
1.124,80.308096,8.1e-05
1.124,80.308096,0.011682
1.122,80.17928800000001,0.001048
1.122,80.17928800000001,0.022639
1.12,80.05048000000001,-0.036657
1.12,80.05048000000001,-0.046647
1.118,79.92167200000002,-0.005075
1.118,79.92167200000002,-0.014099
1.116,79.79286400000001,0.073557
1.116,79.79286400000001,-0.003464
1.114,79.664056,0.003303
1.114,79.664056,0.048098
1.112,79.53524800000001,0.016194
1.112,79.53524800000001,-0.00153
1.11,79.40644,0.026506
1.11,79.40644,-0.01281
1.108,79.27763200000001,0.009426
1.108,79.27763200000001,-0.001208
1.106,79.148824,0.029729
1.106,79.148824,-0.074039
1.104,79.02001600000001,-0.009587
1.104,79.02001600000001,0.002981
1.102,78.891208,-0.003786
1.102,78.891208,-0.032145
1.1,78.76240000000001,0.011682
1.1,78.76240000000001,-0.018288
1.098,78.63359200000001,-0.001208
1.098,78.63359200000001,0.077101
1.096,78.504784,-0.018933
1.096,78.504784,0.01845
1.094,78.37597600000001,-0.010876
1.094,78.37597600000001,0.01845
1.092,78.247168,-0.01281
1.092,78.247168,0.016194
1.09,78.11836000000001,-0.00572
1.09,78.11836000000001,0.015227
1.088,77.989552,-0.025056
1.088,77.989552,0.021672
1.086,77.86074400000001,-0.075651
1.086,77.86074400000001,0.017161
1.084,77.731936,0.035852
1.084,77.731936,-0.01861
1.082,77.60312800000001,-0.043747
1.082,77.60312800000001,-0.019577
1.08,77.47432,-0.013454
1.08,77.47432,-0.026022
1.078,77.34551200000001,-0.014099
1.078,77.34551200000001,-0.013776
1.076,77.21670400000001,-0.026667
1.076,77.21670400000001,0.011682
1.074,77.087896,0.001692
1.074,77.087896,-0.074684
1.072,76.95908800000001,-0.042458
1.072,76.95908800000001,-0.011198
1.07,76.83028,0.073234
1.07,76.83028,0.000403
1.068,76.70147200000001,-0.051803
1.068,76.70147200000001,-0.046325
1.066,76.572664,-0.040846
1.066,76.572664,-0.010232
1.064,76.44385600000001,-0.042135
1.064,76.44385600000001,-0.014099
1.062,76.315048,-0.012165
1.062,76.315048,0.058733
1.06,76.18624000000001,0.004915
1.06,76.18624000000001,0.073234
1.058,76.057432,-0.001853
1.058,76.057432,-0.001853
1.056,75.928624,-0.022155
1.056,75.928624,-0.029889
1.054,75.799816,-0.06695
1.054,75.799816,0.002014
1.052,75.671008,-0.012165
1.052,75.671008,0.129952
1.05,75.54220000000001,-0.005075
1.05,75.54220000000001,-0.010554
1.048,75.413392,-0.007976
1.048,75.413392,-0.08274
1.046,75.28458400000001,-0.017644
1.046,75.28458400000001,-0.013454
1.044,75.155776,0.022317
1.044,75.155776,-0.010232
1.042,75.02696800000001,-0.074039
1.042,75.02696800000001,-0.021833
1.04,74.89816,0.000725
1.04,74.89816,-0.003786
1.038,74.769352,-0.1169
1.038,74.769352,0.02135
1.036,74.640544,-0.006364
1.036,74.640544,-0.016999
1.034,74.511736,-0.054381
1.034,74.511736,-0.005398
1.032,74.382928,0.004915
1.032,74.382928,-0.013132
1.03,74.25412,-0.004431
1.03,74.25412,0.080969
1.028,74.12531200000001,-0.00862
1.028,74.12531200000001,-0.007976
1.026,73.996504,0.02844
1.026,73.996504,0.006526
1.024,73.86769600000001,-0.004753
1.024,73.86769600000001,-0.034401
1.022,73.738888,-0.010554
1.022,73.738888,-0.037624
1.02,73.61008000000001,-0.021833
1.02,73.61008000000001,-0.013776
1.018,73.481272,-0.010876
1.018,73.481272,-0.031179
1.016,73.352464,-0.00572
1.016,73.352464,-0.032468
1.014,73.223656,-0.014743
1.014,73.223656,-0.04568
1.012,73.094848,-0.021511
1.012,73.094848,-0.000886
1.01,72.96604,0.00846
1.01,72.96604,-0.000886
1.008,72.837232,-0.084352
1.008,72.837232,-0.001853
1.006,72.70842400000001,0.031663
1.006,72.70842400000001,0.005237
1.004,72.579616,0.080324
1.004,72.579616,0.037786
1.002,72.45080800000001,-0.021833
1.002,72.45080800000001,-0.026345
1.0,72.322,-0.062116
1.0,72.322,-0.031179
0.998,72.193192,-0.00153
0.998,72.193192,-0.023444
0.996,72.064384,0.019739
0.996,72.064384,-0.352473
0.994,71.935576,-0.007331
0.994,71.935576,0.00137
0.992,71.806768,-0.014099
0.992,71.806768,0.002981
0.99,71.67796,0.315253
0.99,71.67796,-0.022155
0.988,71.54915199999999,0.092892
0.988,71.54915199999999,-0.076295
0.986,71.420344,-0.008298
0.986,71.420344,-0.087574
0.984,71.291536,0.098049
0.984,71.291536,-0.000241
0.982,71.162728,-0.009265
0.982,71.162728,0.049709
0.98,71.03392,-0.011521
0.98,71.03392,0.019094
0.978,70.905112,0.037141
0.978,70.905112,-0.024733
0.976,70.776304,-0.007653
0.976,70.776304,0.051643
0.974,70.647496,0.001692
0.974,70.647496,-0.002175
0.972,70.518688,-0.009587
0.972,70.518688,0.014905
0.97,70.38987999999999,0.005237
0.97,70.38987999999999,0.008137
0.968,70.261072,-0.030534
0.968,70.261072,0.067756
0.966,70.13226399999999,0.043264
0.966,70.13226399999999,-0.069528
0.964,70.003456,0.03134
0.964,70.003456,0.051643
0.962,69.874648,-0.001853
0.962,69.874648,0.192794
0.96,69.74584,0.291406
0.96,69.74584,0.38035
0.958,69.617032,0.430946
0.958,69.617032,0.667164
0.956,69.488224,0.691012
0.956,69.488224,0.784146
0.954,69.359416,0.799292
0.954,69.359416,0.953334
0.952,69.230608,1.035512
0.952,69.230608,1.169251
0.95,69.1018,1.146048
