I (A),H (T),dP/dH
2.5,168.928,-0.013776
2.5,168.928,-0.103365
2.5,168.928,-0.006042
2.498,168.799192,-0.010232
2.498,168.799192,-0.006687
2.496,168.67038399999998,-0.007653
2.496,168.67038399999998,-0.013776
2.494,168.54157600000002,-0.011198
2.494,168.54157600000002,0.060988
2.492,168.412768,-0.039235
2.492,168.412768,-0.021511
2.49,168.28396,-0.065338
2.49,168.28396,-0.033112
2.488,168.155152,-0.025056
2.488,168.155152,-0.037302
2.486,168.02634400000002,-0.027956
2.486,168.02634400000002,-0.000564
2.484,167.897536,-0.017966
2.484,167.897536,-0.077262
2.482,167.768728,-0.001208
2.482,167.768728,0.003303
2.48,167.63992,-0.003142
2.48,167.63992,-0.044069
2.478,167.511112,-0.007653
2.478,167.511112,-0.005075
2.476,167.382304,0.044553
2.476,167.382304,-0.024411
2.474,167.253496,-0.020866
2.474,167.253496,-0.031823
2.472,167.124688,-0.013132
2.472,167.124688,-0.007653
2.47,166.99588,-0.07694
2.47,166.99588,-0.021833
2.468,166.867072,-0.021511
2.468,166.867072,-0.009587
2.466,166.73826400000002,-0.026022
2.466,166.73826400000002,-0.027634
2.464,166.609456,-0.017966
2.464,166.609456,-0.013776
2.462,166.480648,-0.009587
2.462,166.480648,-0.019577
2.46,166.35183999999998,-0.046003
2.46,166.35183999999998,-0.013776
2.458,166.22303200000002,-0.012487
2.458,166.22303200000002,-0.026022
2.456,166.094224,-0.022477
2.456,166.094224,-0.0257
2.454,165.965416,-0.024733
2.454,165.965416,-0.003142
2.452,165.83660799999998,-0.014743
2.452,165.83660799999998,0.003626
2.45,165.70780000000002,0.028762
2.45,165.70780000000002,-0.026667
2.448,165.578992,-0.020866
2.448,165.578992,-0.011521
2.446,165.450184,-0.025378
2.446,165.450184,-0.030534
2.444,165.321376,-0.025378
2.444,165.321376,-0.10401
2.442,165.192568,0.000725
2.442,165.192568,-0.022155
2.44,165.06376,-0.017321
2.44,165.06376,-0.027956
2.438,164.934952,-0.036335
2.438,164.934952,-0.013454
2.436,164.806144,-0.013454
2.436,164.806144,-0.006042
2.434,164.677336,-0.023444
2.434,164.677336,-0.056959
2.432,164.548528,-0.014099
2.432,164.548528,-0.006687
2.43,164.41972,-0.006042
2.43,164.41972,-0.017321
2.428,164.290912,-0.020222
2.428,164.290912,-0.066627
2.426,164.162104,-0.024411
2.426,164.162104,-0.019577
2.424,164.033296,-0.023444
2.424,164.033296,-0.020222
2.422,163.90448800000001,-0.019255
2.422,163.90448800000001,-0.020544
2.42,163.77568,-0.00572
2.42,163.77568,-0.008298
2.418,163.646872,-0.019577
2.418,163.646872,0.016516
2.416,163.51806399999998,-0.022477
2.416,163.51806399999998,-0.01861
2.414,163.38925600000002,-0.019255
2.414,163.38925600000002,-0.036979
2.412,163.260448,-0.011521
2.412,163.260448,-0.019577
2.41,163.13164,0.02554
2.41,163.13164,-0.015065
2.408,163.00283199999998,-0.021511
2.408,163.00283199999998,-0.023444
2.406,162.87402400000002,-0.027956
2.406,162.87402400000002,-0.020866
2.404,162.745216,-0.039235
2.404,162.745216,-0.018933
2.402,162.616408,-0.01861
2.402,162.616408,-0.020222
2.4,162.4876,0.0626
2.4,162.4876,-0.015388
2.398,162.358792,-0.025056
2.398,162.358792,-0.038913
2.396,162.229984,-0.004109
2.396,162.229984,-0.016677
2.394,162.101176,-0.026989
2.394,162.101176,-0.003142
2.392,161.972368,-0.033112
2.392,161.972368,-0.014099
2.39,161.84356,-0.001208
2.39,161.84356,-0.011521
2.388,161.714752,-0.007009
2.388,161.714752,0.080646
2.386,161.585944,-0.002819
2.386,161.585944,0.011682
2.384,161.457136,0.060666
2.384,161.457136,0.006848
2.382,161.328328,0.007815
2.382,161.328328,0.029084
2.38,161.19951999999998,0.017805
2.38,161.19951999999998,-0.008942
2.378,161.07071200000001,-0.023122
2.378,161.07071200000001,-0.061149
2.376,160.941904,-0.014099
2.376,160.941904,-0.023122
2.374,160.813096,-0.023444
2.374,160.813096,-0.014743
