I (A),H (T),dP/dH
4.3,284.85519999999997,0.069689
4.3,284.85519999999997,0.054543
4.3,284.85519999999997,0.14381
4.298,284.726392,0.064856
4.298,284.726392,-0.084352
4.296,284.597584,0.021995
4.296,284.597584,0.041008
4.294,284.468776,-0.033757
4.294,284.468776,-0.021833
4.292,284.339968,0.01845
4.292,284.339968,-0.236459
4.29,284.21116,0.014583
4.29,284.21116,0.033596
4.288,284.082352,0.036174
4.288,284.082352,0.019739
4.286,283.95354399999997,0.014905
4.286,283.95354399999997,0.049387
4.284,283.824736,0.026184
4.284,283.824736,-0.002497
4.282,283.695928,0.017483
4.282,283.695928,0.040364
4.28,283.56712,0.153155
4.28,283.56712,0.046164
4.278,283.43831199999994,0.009426
4.278,283.43831199999994,0.086125
4.276,283.309504,0.029084
4.276,283.309504,0.155411
4.274,283.180696,-0.006687
4.274,283.180696,0.086769
4.272,283.051888,0.023284
4.272,283.051888,0.021028
4.27,282.92307999999997,0.020706
4.27,282.92307999999997,-0.006687
4.268,282.794272,0.083869
4.268,282.794272,0.076779
4.266,282.665464,0.007493
4.266,282.665464,0.036496
4.264,282.536656,0.025862
4.264,282.536656,0.01136
4.262,282.40784799999994,0.002337
4.262,282.40784799999994,-0.017966
4.26,282.27903999999995,0.018772
4.26,282.27903999999995,0.016838
4.258,282.150232,0.023606
4.258,282.150232,0.002981
4.256,282.021424,0.024895
4.256,282.021424,-0.006042
4.254,281.892616,-0.013776
4.254,281.892616,0.041008
4.252,281.763808,0.057121
4.252,281.763808,0.021028
4.25,281.635,0.067756
4.25,281.635,0.053254
4.248,281.506192,0.026506
4.248,281.506192,0.012649
4.246,281.377384,0.035207
4.246,281.377384,0.057766
4.244,281.24857599999996,0.002981
4.244,281.24857599999996,0.04842
4.242,281.11976799999997,0.018128
4.242,281.11976799999997,0.003948
4.24,280.99096000000003,0.016194
4.24,280.99096000000003,0.021028
4.238,280.86215200000004,0.047776
4.238,280.86215200000004,-0.035368
4.236,280.733344,0.009749
4.236,280.733344,0.017805
4.234,280.604536,0.032629
4.234,280.604536,0.094504
4.232,280.475728,0.034563
4.232,280.475728,-0.072428
4.23,280.34692,0.036174
4.23,280.34692,0.01136
4.228,280.21811199999996,0.01136
4.228,280.21811199999996,0.02554
4.226,280.08930399999997,0.034563
4.226,280.08930399999997,0.004593
4.224,279.960496,0.020383
4.224,279.960496,-0.004109
4.222,279.83168800000004,0.022639
4.222,279.83168800000004,0.088381
4.22,279.70288,0.019739
4.22,279.70288,0.04133
4.218,279.574072,0.009104
4.218,279.574072,-0.017966
4.216,279.445264,0.021995
4.216,279.445264,0.02554
4.214,279.316456,-0.018288
4.214,279.316456,-0.028923
4.212,279.18764799999997,0.040686
4.212,279.18764799999997,-0.044391
4.21,279.05884,0.040364
4.21,279.05884,-0.002497
4.208,278.930032,-0.03569
4.208,278.930032,0.040364
4.206,278.801224,0.027473
4.206,278.801224,0.098049
4.204,278.672416,0.037786
4.204,278.672416,-0.090797
4.202,278.543608,0.031663
4.202,278.543608,0.02844
4.2,278.4148,0.025862
4.2,278.4148,0.019739
4.198,278.285992,0.093215
4.198,278.285992,0.04842
4.196,278.157184,0.039397
4.196,278.157184,0.089025
4.194,278.028376,0.068078
4.194,278.028376,0.030696
4.192,277.899568,0.023928
4.192,277.899568,0.020383
4.19,277.77076,0.051965
4.19,277.77076,-0.020866
4.188,277.64195199999995,0.13672
4.188,277.64195199999995,0.019739
4.186,277.513144,-0.026989
4.186,277.513144,0.023928
4.184,277.384336,-0.002175
4.184,277.384336,-0.017321
4.182,277.255528,0.029407
4.182,277.255528,0.130275
4.18,277.12672,-0.039557
4.18,277.12672,0.020383
4.178,276.997912,0.014905
