sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
AZ3,6,0,,double_lorentzain,0.9117802282512973,True,0.4928744184245048,-8.006117042370315,0.3226880786953021,2.394481961164474,0.5043524361520455,131.19543020447267,0.025590147324592864,0.7259399976154287,0.025413972764770396,-2.2416496247887463,0.6323505152465986,-5.738526793869494,0.4220816544804782,127.7465273104663,0.06909214080399095,1.1467107755487058,0.07084975909872786,-0.5915014338945769,1.293692752477047,0.004791838451511578,0.009724027971683048,AZ3_f6GHz_0dB_processed.csv
