I (A),H (T),dP/dH
4.3,284.85519999999997,0.029084
4.3,284.85519999999997,0.082258
4.3,284.85519999999997,0.021672
4.298,284.726392,0.005882
4.298,284.726392,-0.032145
4.296,284.597584,0.000403
4.296,284.597584,0.022639
4.294,284.468776,0.00427
4.294,284.468776,0.078713
4.292,284.339968,0.006848
4.292,284.339968,0.023928
4.29,284.21116,0.031018
4.29,284.21116,0.068078
4.288,284.082352,-0.015065
4.288,284.082352,0.095793
4.286,283.95354399999997,0.041975
4.286,283.95354399999997,0.021672
4.284,283.824736,0.049387
4.284,283.824736,0.013938
4.282,283.695928,-0.041169
4.282,283.695928,0.055832
4.28,283.56712,0.021995
4.28,283.56712,0.017161
4.278,283.43831199999994,0.03134
4.278,283.43831199999994,-0.048903
4.276,283.309504,0.147355
4.276,283.309504,-0.003142
4.274,283.180696,0.011038
4.274,283.180696,0.019739
4.272,283.051888,0.005237
4.272,283.051888,0.007171
4.27,282.92307999999997,-0.10401
4.27,282.92307999999997,0.071945
4.268,282.794272,0.135431
4.268,282.794272,-0.007331
4.266,282.665464,0.007171
4.266,282.665464,0.059699
4.264,282.536656,0.005559
4.264,282.536656,-0.021833
4.262,282.40784799999994,0.002014
4.262,282.40784799999994,0.01426
4.26,282.27903999999995,0.027473
4.26,282.27903999999995,0.016194
4.258,282.150232,0.037463
4.258,282.150232,0.531492
4.256,282.021424,0.01426
4.256,282.021424,0.016194
4.254,281.892616,0.167013
4.254,281.892616,0.016194
4.252,281.763808,0.02135
4.252,281.763808,-0.027956
4.25,281.635,0.052932
4.25,281.635,0.004915
4.248,281.506192,-0.058249
4.248,281.506192,0.021995
4.246,281.377384,0.040364
4.246,281.377384,-0.12399
4.244,281.24857599999996,0.050354
4.244,281.24857599999996,0.03843
4.242,281.11976799999997,0.059699
4.242,281.11976799999997,0.044231
4.24,280.99096000000003,-0.043102
4.24,280.99096000000003,0.012005
4.238,280.86215200000004,0.066789
4.238,280.86215200000004,0.001692
4.236,280.733344,-0.092086
4.236,280.733344,-0.007653
4.234,280.604536,0.023606
4.234,280.604536,0.044875
