sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
Sample,,0,,double_lorentzain,0.9504334982262318,True,0.00221004094229474,-1.0776394617514486,0.015339565023500895,0.2321222698154881,0.02509598117213024,67.65081579865897,0.005966475976680281,0.4472339259928354,0.0059650716139076285,-0.004769902113823011,0.01259995454155935,-0.0012857473286490007,0.031506346356640055,73.55040164915046,0.17383768272186184,0.05222510631958277,0.36160569326157516,-0.01939530605266049,0.011631076229152654,-4.320740725020144e-05,0.00015749108144198998,AZ3_4GHz_0dBm_processed.csv
