I (A),H (T),dP/dH
1.6,110.96440000000001,-0.036979
1.6,110.96440000000001,0.067756
1.6,110.96440000000001,0.098049
1.598,110.835592,0.00846
1.598,110.835592,0.006848
1.596,110.706784,-0.007009
1.596,110.706784,0.016838
1.594,110.577976,0.025862
1.594,110.577976,0.020061
1.592,110.449168,0.009104
1.592,110.449168,0.053576
1.59,110.32036000000001,0.01136
1.59,110.32036000000001,0.043908
1.588,110.191552,-0.213579
1.588,110.191552,-0.000564
1.586,110.06274400000001,0.013938
1.586,110.06274400000001,-0.000241
1.584,109.933936,-0.007976
1.584,109.933936,8.1e-05
1.582,109.80512800000001,0.00137
1.582,109.80512800000001,-0.038268
1.58,109.67632,-0.010876
1.58,109.67632,-0.017321
1.578,109.54751200000001,0.013616
1.578,109.54751200000001,-0.003786
1.576,109.418704,0.01136
1.576,109.418704,-0.011198
1.574,109.289896,0.008137
1.574,109.289896,0.005237
1.572,109.161088,0.061311
1.572,109.161088,0.035852
1.57,109.03228,0.011682
1.57,109.03228,0.047776
1.568,108.90347200000001,0.006204
1.568,108.90347200000001,-0.003142
1.566,108.774664,0.001048
1.566,108.774664,-0.010232
1.564,108.64585600000001,0.022317
1.564,108.64585600000001,0.095148
1.562,108.517048,0.016194
1.562,108.517048,-0.036335
1.56,108.38824000000001,0.01136
1.56,108.38824000000001,-0.075973
1.558,108.259432,0.002981
1.558,108.259432,0.007171
1.556,108.130624,-0.041813
1.556,108.130624,-0.064049
1.554,108.001816,0.029729
1.554,108.001816,0.013616
1.552,107.873008,-0.173941
1.552,107.873008,-0.013454
1.55,107.7442,0.035852
1.55,107.7442,0.011038
1.548,107.615392,-0.016032
1.548,107.615392,0.039719
1.546,107.48658400000001,-0.029567
1.546,107.48658400000001,-0.025056
1.544,107.357776,8.1e-05
1.544,107.357776,0.01426
1.542,107.22896800000001,-0.030534
1.542,107.22896800000001,0.05551
1.54,107.10016,0.005559
1.54,107.10016,-0.016677
1.538,106.971352,0.029084
1.538,106.971352,-0.003142
1.536,106.842544,0.024251
1.536,106.842544,0.012327
1.534,106.713736,-0.091442
1.534,106.713736,-0.003142
1.532,106.584928,0.153478
1.532,106.584928,0.00427
1.53,106.45612,-0.104977
1.53,106.45612,-0.004753
1.528,106.327312,0.003626
1.528,106.327312,0.017161
1.526,106.198504,-0.038913
1.526,106.198504,-0.201655
1.524,106.06969600000001,-0.052126
