sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
AZ5,8,-10,,double_lorentzain,0.9774628980585988,True,0.010696117207927002,-0.9212289927585654,0.06489113604625579,1.527322806465815,0.04876644397048342,190.9756956687532,0.01192041615857634,0.5424946638333475,0.011992377608981895,-0.35770932403694394,0.057588139108779315,-0.3530512044911802,0.05624620544738374,189.30994803647962,0.04092336503123974,0.5277594578536954,0.040241567360974784,-1.727332653832819,0.5803924777779683,0.008909834109850337,0.003079372663186531,AZ5_f8GHz_m10dB_2_processed.csv
