A1,B1,H1,dH1,A2,B2,H2,dH2,C,D,err_A1,err_B1,err_H1,err_dH1,err_A2,err_B2,err_H2,err_dH2,err_C,err_D,R2,RMSE,success,model
-428.497053057118,-1810.9123217980707,100.34642594401554,0.508651776594174,428.48637845634516,1811.8519566949522,100.34539907471053,0.5087390185783291,1.8746207907549621,-0.01943951720140108,3003639.4664029027,6480196.297154271,1.7352460887818777,0.9438270856202821,3004652.495294686,6475329.434397453,1.741837400511544,0.9383462198809903,0.5313443563938194,0.005516700054603251,0.9528504246415358,0.14009642297239414,True,double_asymmetric_lorentzian
