A1,B1,H1,dH1,A2,B2,H2,dH2,C,D,err_A1,err_B1,err_H1,err_dH1,err_A2,err_B2,err_H2,err_dH2,err_C,err_D,R2,RMSE,success,model
0.11739324139236551,-0.006073932150841936,100.27156437121393,0.19552066047603547,-0.07168155179404265,-0.03133083341702673,98.91094123933622,0.08340873045966693,-0.20999172334538713,0.0016262268115011167,0.01708385725262847,0.024537393345991167,0.049953036982076204,0.046104398523475386,0.06782726592390463,0.04318172990011165,0.04327363177182521,0.09995054429834911,0.17115255574855862,0.0016875311694319526,0.6639817056034658,0.017094076192360644,True,double_asymmetric_lorentzian
