H_res,dH,amp,offset,err_H_res,err_dH,err_amp,err_offset,R2,RMSE,success,model
99.68214972288453,1.7501753226854961,0.18242202657290013,-0.028919489403918287,0.05842419537685792,0.23705153068995297,0.042873819909766214,0.008378865574523726,0.579849923116238,0.06136862933197754,True,lorentzian
