A,B,H0,dH,C,D,err_A,err_B,err_H0,err_dH,err_C,err_D,R2,RMSE,success,model
3.063966280595272,8.043668189622267,254.75537482075103,0.29504048717828285,282.31774458081384,-1.110988716279939,0.4585352071054018,0.3334943133136342,0.01681606681806163,0.02043366261168518,46.658970579202254,0.18328858539252227,-2.9060105947843016,2.5925422035769623,True,asymmetric_lorentzian
