sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
Az6,4,0,,double_lorentzain,0.6355726636602945,True,0.0007401230029965375,-0.1819116759084123,0.12038345843702802,0.3307458085916848,0.19142391967794026,62.394238327562576,0.21124550050019622,0.7340275341547217,0.11129031210727339,-0.05051592766767021,0.1240681487213166,0.27460235788543574,0.0800490247270136,88.15546705669662,0.6350464706354427,2.5125219323673207,0.6509834040543474,0.005096284997127949,0.028017282731631,0.00011103842282538942,0.00039745538736232533,Az6_f4GHz_0dB-repeat_processed.csv
