I (A),H (T),dP/dH
2.0,136.726,-0.055348
2.0,136.726,-0.010232
2.0,136.726,-0.024411
2.0,136.726,-0.027311
2.0,136.726,-0.006042
1.998,136.597192,0.130275
1.998,136.597192,-0.016677
1.998,136.597192,-0.031501
1.998,136.597192,-0.034723
1.996,136.468384,-0.045036
1.996,136.468384,-0.133336
1.996,136.468384,-0.0228
1.996,136.468384,-0.032145
1.994,136.339576,-0.007653
1.994,136.339576,-0.005398
1.994,136.339576,0.003626
1.994,136.339576,0.006526
1.992,136.210768,-0.031179
1.992,136.210768,-0.036012
1.992,136.210768,0.042619
1.992,136.210768,-0.046325
1.99,136.08196,0.018772
1.99,136.08196,0.085803
1.99,136.08196,-0.002819
1.99,136.08196,-0.018288
1.988,135.953152,-0.028923
1.988,135.953152,-0.028923
1.988,135.953152,-0.021188
1.988,135.953152,0.048742
1.986,135.824344,-0.026667
1.986,135.824344,-0.050514
1.986,135.824344,-0.027634
1.986,135.824344,-0.020222
1.984,135.695536,0.013616
1.984,135.695536,-0.057926
1.984,135.695536,-0.010876
1.984,135.695536,0.031663
1.982,135.56672799999998,-0.022155
1.982,135.56672799999998,-0.030856
1.982,135.56672799999998,-0.001208
1.982,135.56672799999998,-0.0286
1.98,135.43792,-0.017321
1.98,135.43792,0.082902
1.98,135.43792,0.095148
1.98,135.43792,-0.023122
1.978,135.309112,0.011682
1.978,135.309112,0.01426
1.978,135.309112,-0.010554
1.978,135.309112,-0.047614
1.976,135.18030399999998,-0.016354
1.976,135.18030399999998,-0.003786
1.976,135.18030399999998,0.009104
1.976,135.18030399999998,-0.030534
1.974,135.051496,-0.050837
1.974,135.051496,-0.01281
1.974,135.051496,-0.026345
1.974,135.051496,-0.043102
1.972,134.922688,-0.024089
1.972,134.922688,0.115451
1.972,134.922688,-0.019577
1.972,134.922688,-0.017966
1.97,134.79388,-0.027956
1.97,134.79388,-0.040846
1.97,134.79388,-0.259018
1.97,134.79388,-0.039235
1.968,134.66507199999998,-0.108844
1.968,134.66507199999998,-0.083063
1.968,134.66507199999998,0.012327
1.968,134.66507199999998,-0.015388
1.966,134.536264,-0.038268
1.966,134.536264,-0.021833
1.966,134.536264,-0.263851
1.966,134.536264,0.005882
1.964,134.407456,-0.018288
1.964,134.407456,-0.038913
1.964,134.407456,-0.010876
1.964,134.407456,0.01136
1.962,134.278648,-0.060827
1.962,134.278648,0.013616
1.962,134.278648,-0.118189
1.962,134.278648,-0.03279
1.96,134.14983999999998,-0.104977
1.96,134.14983999999998,-0.097564
1.96,134.14983999999998,-0.038591
1.96,134.14983999999998,-0.024089
1.958,134.021032,-0.04987
1.958,134.021032,-0.008942
1.958,134.021032,-0.005398
1.958,134.021032,-0.021511
1.956,133.892224,-0.025056
1.956,133.892224,-0.213256
1.956,133.892224,-0.144937
1.956,133.892224,-0.066305
1.954,133.76341599999998,-0.062438
1.954,133.76341599999998,-0.029567
1.954,133.76341599999998,-0.019255
1.954,133.76341599999998,-0.016032
1.952,133.634608,-0.098209
1.952,133.634608,-0.088863
1.952,133.634608,-0.032145
1.952,133.634608,-0.014743
1.95,133.5058,0.065178
1.95,133.5058,-0.031823
1.95,133.5058,-0.029245
1.95,133.5058,-0.043102
1.948,133.376992,-0.03569
1.948,133.376992,-0.073395
1.948,133.376992,-0.0286
1.948,133.376992,-0.023767
1.946,133.24818399999998,-0.000886
1.946,133.24818399999998,-0.023767
1.946,133.24818399999998,-0.048903
1.946,133.24818399999998,-0.095309
1.944,133.119376,-0.022477
1.944,133.119376,-0.03279
1.944,133.119376,-0.046647
1.944,133.119376,0.034885
1.942,132.990568,-0.029889
1.942,132.990568,-0.026022
1.942,132.990568,-0.030212
1.942,132.990568,0.02844
1.94,132.86175999999998,-0.025378
1.94,132.86175999999998,-0.048581
1.94,132.86175999999998,0.000725
1.94,132.86175999999998,-0.046969
1.938,132.73295199999998,-0.111422
1.938,132.73295199999998,-0.050837
1.938,132.73295199999998,-0.082096
1.938,132.73295199999998,-0.002497
1.936,132.604144,-0.06695
1.936,132.604144,-0.054704
1.936,132.604144,-0.036979
1.936,132.604144,-0.013776
1.934,132.475336,-0.040524
1.934,132.475336,-0.023122
1.934,132.475336,0.097404
1.934,132.475336,-0.040202
1.932,132.34652799999998,-0.030856
1.932,132.34652799999998,-0.004431
1.932,132.34652799999998,0.022961
1.932,132.34652799999998,0.003303
1.93,132.21771999999999,-0.037946
1.93,132.21771999999999,-0.009265
1.93,132.21771999999999,-0.080162
1.93,132.21771999999999,-0.028923
1.928,132.088912,-0.011198
1.928,132.088912,-0.120123
1.928,132.088912,-0.037946
1.928,132.088912,0.028118
1.926,131.960104,-0.0257
1.926,131.960104,-0.023444
1.926,131.960104,0.087414
1.926,131.960104,-0.051159
1.924,131.83129599999998,0.087092
1.924,131.83129599999998,-0.021188
1.924,131.83129599999998,-0.001208
1.924,131.83129599999998,-0.052448
1.922,131.702488,-0.058249
1.922,131.702488,-0.011521
1.922,131.702488,-0.026022
1.922,131.702488,-0.015065
1.92,131.57368,-0.086285
1.92,131.57368,-0.06276
1.92,131.57368,-0.029889
1.92,131.57368,-0.023444
1.918,131.44487199999998,-0.154283
1.918,131.44487199999998,-0.035368
1.918,131.44487199999998,-0.042458
1.918,131.44487199999998,-0.030856
1.916,131.31606399999998,-0.027634
1.916,131.31606399999998,0.033274
1.916,131.31606399999998,0.023606
1.916,131.31606399999998,-0.029245
1.914,131.187256,-0.114967
1.914,131.187256,-0.019255
1.914,131.187256,-0.026989
1.914,131.187256,-0.189409
1.912,131.058448,-0.017644
1.912,131.058448,-0.134625
1.912,131.058448,0.054865
1.912,131.058448,-0.039235
1.91,130.92963999999998,-0.038913
1.91,130.92963999999998,-0.023767
1.91,130.92963999999998,-0.035046
1.91,130.92963999999998,-0.033757
1.908,130.80083199999999,-0.073073
1.908,130.80083199999999,-0.003464
1.908,130.80083199999999,0.007493
1.908,130.80083199999999,-0.020866
1.906,130.672024,0.073557
1.906,130.672024,-0.021511
1.906,130.672024,0.002981
1.906,130.672024,0.00846
1.904,130.543216,0.03553
1.904,130.543216,0.003303
1.904,130.543216,-0.032468
1.904,130.543216,-0.041813
1.902,130.41440799999998,-0.033434
1.902,130.41440799999998,0.0626
1.902,130.41440799999998,-0.009587
1.902,130.41440799999998,-0.031179
1.9,130.2856,-0.093697
1.9,130.2856,-0.039557
1.9,130.2856,0.005882
1.9,130.2856,-0.055348
1.898,130.156792,-0.042458
1.898,130.156792,-0.002175
1.898,130.156792,-0.043747
1.898,130.156792,-0.036012
1.896,130.02798399999998,-0.026345
1.896,130.02798399999998,0.033918
1.896,130.02798399999998,-0.013132
1.896,130.02798399999998,0.024251
1.894,129.89917599999998,-0.009587
1.894,129.89917599999998,0.32331
1.894,129.89917599999998,-0.040524
1.894,129.89917599999998,0.022317
1.892,129.770368,-0.099176
1.892,129.770368,-0.021188
1.892,129.770368,-0.034723
1.892,129.770368,0.042297
1.89,129.64156,0.007815
