I (A),H (T),dP/dH
1.3,91.64320000000001,0.006848
1.3,91.64320000000001,-0.006687
1.3,91.64320000000001,-0.037946
1.3,91.64320000000001,-0.014099
1.3,91.64320000000001,0.061633
1.298,91.514392,-0.063082
1.298,91.514392,-0.03279
1.298,91.514392,0.312997
1.298,91.514392,-0.049547
1.296,91.38558400000001,-0.032468
1.296,91.38558400000001,0.01426
1.296,91.38558400000001,-0.006042
1.296,91.38558400000001,0.014583
1.294,91.256776,-0.070817
1.294,91.256776,-0.011198
1.294,91.256776,-0.025378
1.294,91.256776,0.029729
1.292,91.12796800000001,-0.021833
1.292,91.12796800000001,-0.09692
1.292,91.12796800000001,0.017483
1.292,91.12796800000001,-0.120767
1.29,90.99916,-0.049547
1.29,90.99916,-0.004109
1.29,90.99916,0.000403
1.29,90.99916,0.026829
1.288,90.870352,-0.153316
1.288,90.870352,0.037463
1.288,90.870352,-0.009265
1.288,90.870352,-0.034723
1.286,90.741544,-0.126246
1.286,90.741544,-0.003142
1.286,90.741544,-0.028923
1.286,90.741544,-0.032145
1.284,90.612736,0.018772
1.284,90.612736,0.00137
1.284,90.612736,0.011038
1.284,90.612736,-0.028278
1.282,90.483928,-0.023122
1.282,90.483928,-0.017321
1.282,90.483928,-0.115933
1.282,90.483928,0.004915
1.28,90.35512,-0.033112
1.28,90.35512,-0.016999
1.28,90.35512,-0.058893
1.28,90.35512,0.010716
1.278,90.22631200000001,-0.064694
1.278,90.22631200000001,0.339101
1.278,90.22631200000001,-0.032145
1.278,90.22631200000001,-0.033434
1.276,90.097504,-0.014421
1.276,90.097504,-0.017644
1.276,90.097504,0.025217
1.276,90.097504,-0.030212
1.274,89.96869600000001,-0.078551
1.274,89.96869600000001,-0.09692
1.274,89.96869600000001,-0.074684
1.274,89.96869600000001,-0.04278
1.272,89.839888,-0.07984
1.272,89.839888,-0.010232
1.272,89.839888,0.07968
1.272,89.839888,-0.036012
1.27,89.71108000000001,0.006526
1.27,89.71108000000001,-0.045358
1.27,89.71108000000001,-0.014421
1.27,89.71108000000001,-0.094986
1.268,89.582272,-0.021188
1.268,89.582272,-0.048581
1.268,89.582272,-0.038268
1.268,89.582272,-0.038268
1.266,89.453464,-0.039557
1.266,89.453464,-0.064694
1.266,89.453464,-0.034723
1.266,89.453464,-0.006687
1.264,89.324656,-0.00862
1.264,89.324656,-0.053092
1.264,89.324656,-0.040846
1.264,89.324656,-0.026667
1.262,89.195848,-0.015388
1.262,89.195848,-0.059215
1.262,89.195848,-0.005075
1.262,89.195848,-0.040846
1.26,89.06704,-0.028278
1.26,89.06704,-0.035046
1.26,89.06704,-0.022477
1.26,89.06704,-0.094986
1.258,88.938232,-0.044391
1.258,88.938232,-0.030212
1.258,88.938232,-0.057926
1.258,88.938232,-0.029889
1.256,88.809424,-0.012165
1.256,88.809424,-0.035368
1.256,88.809424,-0.007976
1.256,88.809424,-0.020222
1.254,88.680616,-0.012165
1.254,88.680616,0.009426
1.254,88.680616,-0.065016
1.254,88.680616,-0.048258
1.252,88.55180800000001,-0.01281
1.252,88.55180800000001,-0.028923
1.252,88.55180800000001,-0.012487
1.252,88.55180800000001,0.051643
1.25,88.423,-0.044391
1.25,88.423,-0.041813
1.25,88.423,0.012649
1.25,88.423,0.000403
1.248,88.294192,-0.167818
1.248,88.294192,-0.117222
1.248,88.294192,0.0684
1.248,88.294192,-0.014099
1.246,88.165384,0.061311
1.246,88.165384,-0.031179
1.246,88.165384,0.027795
1.246,88.165384,-0.033757
1.244,88.036576,-0.01861
1.244,88.036576,-0.026667
1.244,88.036576,-0.001208
1.244,88.036576,0.019417
1.242,87.907768,-0.172007
1.242,87.907768,-0.01281
1.242,87.907768,-0.033757
1.242,87.907768,0.00427
1.24,87.77896,-0.026022
1.24,87.77896,0.155089
1.24,87.77896,-0.016032
1.24,87.77896,-0.03569
1.238,87.650152,0.084836
1.238,87.650152,-0.094664
1.238,87.650152,-0.026989
1.238,87.650152,-0.017966
1.236,87.521344,-0.028278
1.236,87.521344,-0.016677
1.236,87.521344,-0.025378
1.236,87.521344,-0.039235
1.234,87.392536,-0.015065
1.234,87.392536,0.023284
1.234,87.392536,-0.012165
1.234,87.392536,-0.036012
1.232,87.263728,-0.060827
1.232,87.263728,-0.006364
1.232,87.263728,-0.043424
1.232,87.263728,0.0684
1.23,87.13492,-0.027634
1.23,87.13492,-0.011198
1.23,87.13492,-0.027956
1.23,87.13492,0.149288
1.228,87.006112,-0.124957
1.228,87.006112,-0.015388
1.228,87.006112,-0.022477
1.228,87.006112,-0.040524
1.226,86.877304,-0.035046
1.226,86.877304,-0.040202
1.226,86.877304,-0.027956
1.226,86.877304,-0.040524
1.224,86.748496,-0.069205
1.224,86.748496,-0.027634
1.224,86.748496,-0.007009
1.224,86.748496,-0.072106
1.222,86.619688,0.002981
1.222,86.619688,-0.033112
1.222,86.619688,-0.009587
1.222,86.619688,-0.06985
1.22,86.49088,0.03843
1.22,86.49088,-0.104977
1.22,86.49088,0.071623
1.22,86.49088,-0.128179
1.218,86.362072,0.007815
1.218,86.362072,-0.046003
1.218,86.362072,0.233721
1.218,86.362072,-0.041491
1.216,86.233264,-0.011521
1.216,86.233264,-0.00153
1.216,86.233264,-0.024733
1.216,86.233264,-0.247094
1.214,86.104456,-0.03988
1.214,86.104456,-0.023767
1.214,86.104456,-0.023444
1.214,86.104456,-0.044391
1.212,85.975648,-0.061149
1.212,85.975648,0.086447
1.212,85.975648,-0.024089
1.212,85.975648,0.012649
1.21,85.84684,-0.06695
1.21,85.84684,-0.019899
1.21,85.84684,-0.037302
1.21,85.84684,0.022961
1.208,85.718032,-0.03279
1.208,85.718032,0.069689
1.208,85.718032,-0.032468
1.208,85.718032,-0.026345
1.206,85.589224,-0.368264
1.206,85.589224,-0.052448
1.206,85.589224,-0.037946
1.206,85.589224,0.017483
1.204,85.460416,0.016838
1.204,85.460416,0.004915
1.204,85.460416,-0.026989
1.204,85.460416,-0.061471
1.202,85.331608,-0.022477
1.202,85.331608,-0.026667
1.202,85.331608,-0.0228
1.202,85.331608,-0.00572
1.2,85.2028,-0.001853
1.2,85.2028,-0.06276
1.2,85.2028,-0.028923
1.2,85.2028,-0.011843
1.198,85.073992,-0.058249
1.198,85.073992,-0.000886
1.198,85.073992,0.001048
1.198,85.073992,-0.028278
1.196,84.945184,-0.029889
1.196,84.945184,0.01136
1.196,84.945184,-0.044391
1.196,84.945184,-0.0257
1.194,84.816376,-0.010232
1.194,84.816376,-0.051159
1.194,84.816376,0.008137
1.194,84.816376,-0.030856
1.192,84.687568,-0.019255
1.192,84.687568,-0.025378
1.192,84.687568,0.025862
1.192,84.687568,-0.038591
1.19,84.55875999999999,-0.036012
1.19,84.55875999999999,-0.0228
1.19,84.55875999999999,-0.023444
1.19,84.55875999999999,0.247256
1.188,84.429952,-0.045358
1.188,84.429952,-0.027311
1.188,84.429952,-0.021511
1.188,84.429952,-0.040846
1.186,84.301144,-0.030534
1.186,84.301144,-0.044714
1.186,84.301144,-0.024733
1.186,84.301144,-0.046003
1.184,84.172336,-0.024089
1.184,84.172336,-0.026667
1.184,84.172336,-0.026345
1.184,84.172336,-0.029567
1.182,84.043528,-0.045036
1.182,84.043528,-0.028278
1.182,84.043528,0.010393
1.182,84.043528,-0.01861
1.18,83.91472,-0.047614
1.18,83.91472,-0.046325
1.18,83.91472,-0.046003
1.18,83.91472,-0.036979
1.178,83.785912,-0.016354
1.178,83.785912,0.032629
1.178,83.785912,-0.024411
1.178,83.785912,-0.016999
1.176,83.657104,0.022961
1.176,83.657104,0.095793
1.176,83.657104,-0.073073
1.176,83.657104,-0.170718
1.174,83.528296,-0.038591
1.174,83.528296,-0.032468
1.174,83.528296,-0.160083
1.174,83.528296,-0.01281
1.172,83.39948799999999,-0.032145
1.172,83.39948799999999,0.059699
1.172,83.39948799999999,-0.03569
1.172,83.39948799999999,-0.144615
1.17,83.27068,-0.016999
1.17,83.27068,-0.063405
1.17,83.27068,-0.002175
1.17,83.27068,0.000403
1.168,83.14187199999999,-0.002497
1.168,83.14187199999999,-0.016032
1.168,83.14187199999999,-0.03569
1.168,83.14187199999999,-0.041491
1.166,83.013064,0.104171
1.166,83.013064,-0.029567
1.166,83.013064,0.002659
1.166,83.013064,-0.038913
1.164,82.884256,-0.053737
1.164,82.884256,0.069689
1.164,82.884256,-0.039557
1.164,82.884256,-0.014421
1.162,82.755448,-0.023122
1.162,82.755448,-0.022477
1.162,82.755448,-0.006042
1.162,82.755448,-0.038268
1.16,82.62664,-0.029889
1.16,82.62664,0.113839
1.16,82.62664,-0.04568
1.16,82.62664,0.032307
1.158,82.497832,0.032307
1.158,82.497832,0.007171
1.158,82.497832,-0.064694
1.158,82.497832,-0.163306
1.156,82.369024,-0.03279
1.156,82.369024,-0.030534
1.156,82.369024,0.109005
1.156,82.369024,-0.013776
1.154,82.240216,0.002981
1.154,82.240216,-0.023767
1.154,82.240216,-0.056637
1.154,82.240216,-0.009265
1.152,82.111408,0.013938
1.152,82.111408,-0.003786
1.152,82.111408,-0.028278
1.152,82.111408,-0.016677
1.15,81.98259999999999,-0.046647
1.15,81.98259999999999,-0.099498
1.15,81.98259999999999,-0.058893
1.15,81.98259999999999,-0.028923
1.148,81.853792,-0.023444
1.148,81.853792,-0.030212
1.148,81.853792,-0.021511
1.148,81.853792,-0.016677
1.146,81.72498399999999,-0.057926
1.146,81.72498399999999,-0.024733
1.146,81.72498399999999,-0.071784
1.146,81.72498399999999,0.071623
1.144,81.596176,-0.025056
1.144,81.596176,-0.035046
1.144,81.596176,0.072912
1.144,81.596176,-0.053092
1.142,81.467368,-0.003142
1.142,81.467368,0.26208
1.142,81.467368,-0.038591
1.142,81.467368,0.014583
1.14,81.33856,0.009426
1.14,81.33856,-0.009909
1.14,81.33856,-0.062438
1.14,81.33856,0.00137
1.138,81.209752,0.03134
1.138,81.209752,-0.022155
1.138,81.209752,-0.031179
1.138,81.209752,-0.023122
1.136,81.080944,-0.025056
1.136,81.080944,-0.091764
1.136,81.080944,0.009104
1.136,81.080944,-0.084674
1.134,80.952136,-0.047292
1.134,80.952136,-0.011198
1.134,80.952136,8.1e-05
1.134,80.952136,-0.031179
1.132,80.82332799999999,-0.026022
1.132,80.82332799999999,-0.068883
1.132,80.82332799999999,-0.061471
1.132,80.82332799999999,-0.122056
1.13,80.69452,-0.048903
1.13,80.69452,-0.031179
1.13,80.69452,-0.107555
1.13,80.69452,-0.06985
1.128,80.56571199999999,0.074201
1.128,80.56571199999999,-0.06695
1.128,80.56571199999999,-0.0228
1.128,80.56571199999999,-0.031501
1.126,80.436904,-0.010554
1.126,80.436904,0.004593
1.126,80.436904,-0.026022
1.126,80.436904,-0.034401
1.124,80.308096,0.010393
1.124,80.308096,-0.048258
1.124,80.308096,-0.028923
1.124,80.308096,0.019417
1.122,80.17928800000001,-0.013776
1.122,80.17928800000001,-0.029567
1.122,80.17928800000001,-0.077584
1.122,80.17928800000001,-0.004431
1.12,80.05048000000001,-0.025056
1.12,80.05048000000001,-0.018933
1.12,80.05048000000001,-0.045036
1.12,80.05048000000001,0.069045
1.118,79.92167200000002,-0.024411
1.118,79.92167200000002,-0.016999
1.118,79.92167200000002,-0.043747
1.118,79.92167200000002,0.041975
1.116,79.79286400000001,-0.036979
1.116,79.79286400000001,-0.0286
1.116,79.79286400000001,-0.0228
1.116,79.79286400000001,-0.033434
1.114,79.664056,-0.070172
1.114,79.664056,-0.002819
1.114,79.664056,-0.032145
1.114,79.664056,0.036174
1.112,79.53524800000001,-0.004431
1.112,79.53524800000001,-0.19102
1.112,79.53524800000001,-0.031501
1.112,79.53524800000001,-0.046647
1.11,79.40644,0.05551
1.11,79.40644,-0.009265
1.11,79.40644,0.074846
1.11,79.40644,-0.063082
1.108,79.27763200000001,-0.041813
1.108,79.27763200000001,-0.041491
1.108,79.27763200000001,-0.041491
1.108,79.27763200000001,-0.029245
1.106,79.148824,0.018128
1.106,79.148824,-0.058893
1.106,79.148824,-0.06985
1.106,79.148824,0.081935
1.104,79.02001600000001,-0.026667
1.104,79.02001600000001,-0.035046
1.104,79.02001600000001,-0.102398
1.104,79.02001600000001,-0.011521
1.102,78.891208,-0.112066
1.102,78.891208,-0.031179
1.102,78.891208,-0.039557
1.102,78.891208,-0.014099
1.1,78.76240000000001,0.108039
1.1,78.76240000000001,0.003626
1.1,78.76240000000001,-0.024411
1.1,78.76240000000001,-0.015388
1.098,78.63359200000001,-0.048903
1.098,78.63359200000001,-0.041169
1.098,78.63359200000001,-0.036335
1.098,78.63359200000001,-0.024733
1.096,78.504784,-0.04568
1.096,78.504784,-0.009587
1.096,78.504784,-0.047936
1.096,78.504784,0.231143
1.094,78.37597600000001,-0.013132
1.094,78.37597600000001,-0.067272
1.094,78.37597600000001,-0.015388
1.094,78.37597600000001,0.061311
1.092,78.247168,-0.105299
1.092,78.247168,0.019094
1.092,78.247168,-0.014421
1.092,78.247168,-0.028278
1.09,78.11836000000001,-0.017966
1.09,78.11836000000001,-0.115289
1.09,78.11836000000001,-0.084674
1.09,78.11836000000001,0.019094
1.088,77.989552,-0.165562
1.088,77.989552,-0.038591
1.088,77.989552,0.072912
1.088,77.989552,0.004915
1.086,77.86074400000001,-0.014421
1.086,77.86074400000001,-0.010876
1.086,77.86074400000001,-0.091119
1.086,77.86074400000001,-0.044069
1.084,77.731936,-0.021833
1.084,77.731936,-0.023444
1.084,77.731936,-0.036979
1.084,77.731936,-0.22808
1.082,77.60312800000001,-0.027956
1.082,77.60312800000001,-0.019255
1.082,77.60312800000001,-0.023767
1.082,77.60312800000001,-0.019577
1.08,77.47432,0.058733
1.08,77.47432,-0.144937
1.08,77.47432,-0.026667
1.08,77.47432,-0.03988
1.078,77.34551200000001,-0.003142
1.078,77.34551200000001,0.011038
1.078,77.34551200000001,0.004593
1.078,77.34551200000001,-0.010554
1.076,77.21670400000001,-0.031179
1.076,77.21670400000001,0.11674
1.076,77.21670400000001,-0.030534
1.076,77.21670400000001,-0.067272
1.074,77.087896,-0.079518
1.074,77.087896,-0.022477
1.074,77.087896,-0.051481
1.074,77.087896,0.043586
1.072,76.95908800000001,-0.055348
1.072,76.95908800000001,-0.050837
1.072,76.95908800000001,-0.097887
1.072,76.95908800000001,-0.179419
1.07,76.83028,0.020383
1.07,76.83028,-0.030856
1.07,76.83028,-0.032468
1.07,76.83028,-0.005075
1.068,76.70147200000001,-0.021833
1.068,76.70147200000001,-0.004431
1.068,76.70147200000001,0.034563
1.068,76.70147200000001,-0.073395
1.066,76.572664,-0.06985
1.066,76.572664,-0.043424
1.066,76.572664,-0.028278
1.066,76.572664,-0.142037
1.064,76.44385600000001,0.059055
