8.000000	,	-0.041169	
	8.000000	,	0.101593	
	8.000000	,	-0.025056	
	7.998000	,	0.010716	
	7.998000	,	-0.050192	
	7.996000	,	0.008137	
	7.996000	,	-0.012165	
	7.994000	,	-0.036657	
	7.994000	,	0.006204	
	7.992000	,	0.026506	
	7.992000	,	0.023284	
	7.990000	,	-0.166528	
	7.990000	,	0.044553	
	7.988000	,	-0.017321	
	7.988000	,	0.032629	
	7.986000	,	-0.003786	
	7.986000	,	-0.041491	
	7.984000	,	-0.013454	
	7.984000	,	-0.013132	
	7.982000	,	0.000081	
	7.982000	,	-0.089508	
	7.980000	,	-0.051159	
	7.980000	,	0.006526	
	7.978000	,	-0.016999	
	7.978000	,	-0.056637	
	7.976000	,	-0.023444	
	7.976000	,	-0.011198	
	7.974000	,	0.028440	
	7.974000	,	-0.050514	
	7.972000	,	0.010393	
	7.972000	,	0.007171	
	7.970000	,	0.026829	
	7.970000	,	-0.024089	
	7.968000	,	-0.017644	
	7.968000	,	-0.016677	
	7.966000	,	-0.024733	
	7.966000	,	0.018450	
	7.964000	,	-0.008298	
	7.964000	,	0.002337	
	7.962000	,	-0.018933	
	7.962000	,	-0.025378	
	7.960000	,	-0.000241	
	7.960000	,	-0.017966	
	7.958000	,	-0.027956	
	7.958000	,	-0.001208	
	7.956000	,	0.021672	
	7.956000	,	0.018450	
	7.954000	,	-0.002819	
	7.954000	,	-0.020866	
	7.952000	,	-0.142037	
	7.952000	,	-0.007009	
	7.950000	,	-0.011843	
	7.950000	,	-0.028923	
	7.948000	,	0.068400	
	7.948000	,	-0.011843	
	7.946000	,	-0.012165	
	7.946000	,	-0.026989	
	7.944000	,	-0.108521	
	7.944000	,	0.016194	
	7.942000	,	-0.013132	
	7.942000	,	0.068400	
	7.940000	,	-0.047614	
	7.940000	,	0.019739	
	7.938000	,	0.019094	
	7.938000	,	0.011360	
	7.936000	,	0.005882	
	7.936000	,	0.034241	
	7.934000	,	0.037463	
	7.934000	,	-0.004109	
	7.932000	,	0.055832	
	7.932000	,	-0.015388	
	7.930000	,	-0.023122	
	7.930000	,	0.044231	
	7.928000	,	0.007815	
	7.928000	,	-0.044391	
	7.926000	,	0.014905	
	7.926000	,	0.015549	
	7.924000	,	0.028440	
	7.924000	,	-0.050837	
	7.922000	,	0.004593	
	7.922000	,	0.015872	
	7.920000	,	0.018772	
	7.920000	,	0.115451	
	7.918000	,	-0.016354	
	7.918000	,	0.083224	
	7.916000	,	0.027151	
	7.916000	,	-0.010876	
	7.914000	,	0.021028	
	7.914000	,	0.018128	
	7.912000	,	0.033274	
	7.912000	,	0.044553	
	7.910000	,	-0.028278	
	7.910000	,	0.051965	
	7.908000	,	-0.035368	
	7.908000	,	0.034563	
	7.906000	,	-0.020544	
	7.906000	,	0.008137	
	7.904000	,	0.054543	
	7.904000	,	-0.018288	
	7.902000	,	0.087414	
	7.902000	,	0.039075	
	7.900000	,	0.021995	
	7.900000	,	0.030696	
	7.898000	,	0.048098	
	7.898000	,	0.035530	
	7.896000	,	0.031340	
	7.896000	,	-0.007653	
	7.894000	,	0.051965	
	7.894000	,	0.002659	
	7.892000	,	0.044231	
	7.892000	,	0.039719	
	7.890000	,	0.057766	
	7.890000	,	0.196661	
	7.888000	,	0.066145	
	7.888000	,	0.177325	
	7.886000	,	0.133820	
	7.886000	,	0.057766	
	7.884000	,	0.047131	
	7.884000	,	0.042619	
	7.882000	,	0.075168	
	7.882000	,	0.284638	
	7.880000	,	0.077746	
	7.880000	,	0.080324	
	7.878000	,	0.116740	
	7.878000	,	0.095793	
	7.876000	,	0.089992	
	7.876000	,	0.119962	
	7.874000	,	0.086447	
	7.874000	,	0.109005	
	7.872000	,	0.191505	
	7.872000	,	0.173458	
	7.870000	,	0.186993	
	7.870000	,	0.191505	
	7.868000	,	0.242744	
	7.868000	,	0.213741	
	7.866000	,	0.224375	
	7.866000	,	0.434491	
	7.864000	,	0.284316	
	7.864000	,	0.303330	
	7.862000	,	0.335234	
	7.862000	,	0.343935	
	7.860000	,	0.307197	
	7.860000	,	0.427078	
	7.858000	,	0.491853	
	7.858000	,	0.533425	
	7.856000	,	0.565007	
	7.856000	,	0.604001	
	7.854000	,	0.706803	
	7.854000	,	0.732262	
	7.852000	,	0.797037	
	7.852000	,	0.829585	
	7.850000	,	0.943344	
	7.850000	,	0.919819	
	7.848000	,	1.264642	
	7.848000	,	1.231126	
	7.846000	,	1.319427	
	7.846000	,	1.404827	
	7.844000	,	1.513430	
	7.844000	,	1.649749	
	7.842000	,	1.863411	
	7.842000	,	1.859544	
	7.840000	,	1.959768	
	7.840000	,	1.996185	
	7.838000	,	2.172787	
	7.838000	,	2.317162	
	7.836000	,	2.401597	
	7.836000	,	2.486353	
	7.834000	,	2.645554	
	7.834000	,	2.693572	
	7.832000	,	2.801854	
	7.832000	,	2.928828	
	7.830000	,	2.941719	
	7.830000	,	3.010040	
	7.828000	,	3.017452	
	7.828000	,	3.006173	
	7.826000	,	2.995538	
	7.826000	,	3.057736	
	7.824000	,	3.050324	
	7.824000	,	3.285259	
	7.822000	,	2.921738	
	7.822000	,	2.797664	
	7.820000	,	2.670368	
	7.820000	,	2.663923	
	7.818000	,	2.398052	
	7.818000	,	2.190834	
	7.816000	,	1.960091	
	7.816000	,	1.774788	
	7.814000	,	1.464446	
	7.814000	,	1.272698	
	7.812000	,	0.815406	
	7.812000	,	0.665231	
	7.810000	,	0.408065	
	7.810000	,	0.135109	
	7.808000	,	-0.131724	
	7.808000	,	-0.427238	
	7.806000	,	-0.711150	
	7.806000	,	-0.929320	
	7.804000	,	-1.201630	
	7.804000	,	-1.344714	
	7.802000	,	-1.541615	
	7.802000	,	-1.708223	
	7.800000	,	-1.810701	
	7.800000	,	-1.983110	
	7.798000	,	-2.023393	
	7.798000	,	-2.115237	
	7.796000	,	-2.222227	
	7.796000	,	-2.167120	
	7.794000	,	-2.129738	
	7.794000	,	-2.180333	
	7.792000	,	-2.182911	
	7.792000	,	-2.108469	
	7.790000	,	-2.089778	
	7.790000	,	-2.071409	
	7.788000	,	-2.049818	
	7.788000	,	-2.018559	
	7.786000	,	-1.920914	
	7.786000	,	-1.706289	
	7.784000	,	-1.878376	
	7.784000	,	-1.830037	
	7.782000	,	-1.798778	
	7.782000	,	-1.645060	
	7.780000	,	-1.699844	
	7.780000	,	-1.608967	
	7.778000	,	-1.575774	
	7.778000	,	-1.494887	
	7.776000	,	-1.333757	
	7.776000	,	-1.264471	
	7.774000	,	-1.180361	
	7.774000	,	-1.115909	
	7.772000	,	-1.055646	
	7.772000	,	-0.970570	
	7.770000	,	-0.945433	
	7.770000	,	-0.766901	
	7.768000	,	-0.680213	
	7.768000	,	-0.621239	
	7.766000	,	-0.597070	
	7.766000	,	-0.542607	
	7.764000	,	-0.434328	
	7.764000	,	-0.385989	
	7.762000	,	-0.325403	
	7.762000	,	-0.351829	
	7.760000	,	-0.306068	
	7.760000	,	-0.280931	
	7.758000	,	-0.301234	
	7.758000	,	-0.231303	
	7.756000	,	-0.312835	
	7.756000	,	-0.263529	
	7.754000	,	-0.251283	
	7.754000	,	-0.251928	
	7.752000	,	-0.245805	
	7.752000	,	-0.272875	
	7.750000	,	-0.313157	
	7.750000	,	-0.283509	
	7.748000	,	-0.239682	
	7.748000	,	-0.366653	
	7.746000	,	-0.391789	
	7.746000	,	-0.413703	
	7.744000	,	-0.403391	
	7.744000	,	-0.477188	
	7.742000	,	-0.528106	
	7.742000	,	-0.544541	
	7.740000	,	-0.551309	
	7.740000	,	-0.612216	
	7.738000	,	-0.467521	
	7.738000	,	-0.702771	
	7.736000	,	-0.712439	
	7.736000	,	-0.754333	
	7.734000	,	-0.746276	
	7.734000	,	-0.755944	
	7.732000	,	-0.537774	
	7.732000	,	-0.793649	
	7.730000	,	-0.821685	
	7.730000	,	-0.808795	
	7.728000	,	-0.794293	
	7.728000	,	-0.639286	
	7.726000	,	-0.795905	
	7.726000	,	-0.771090	
	7.724000	,	-0.670867	
	7.724000	,	-0.733064	
	7.722000	,	-0.715984	
	7.722000	,	-0.696648	
	7.720000	,	-0.681180	
	7.720000	,	-0.506192	
	7.718000	,	-0.568066	
	7.718000	,	-0.541318	
	7.716000	,	-0.525528	
	7.716000	,	-0.443029	
	7.714000	,	-0.425627	
	7.714000	,	-0.424338	
	7.712000	,	-0.399524	
	7.712000	,	-0.376965	
	7.710000	,	-0.239037	
	7.710000	,	-0.355374	
	7.708000	,	-0.272230	
	7.708000	,	-0.235170	
	7.706000	,	-0.238715	
	7.706000	,	-0.087574	
	7.704000	,	-0.268041	
	7.704000	,	-0.200366	
	7.702000	,	-0.118189	
	7.702000	,	-0.176519	
	7.700000	,	-0.189087	
	7.700000	,	-0.169751	
	7.698000	,	-0.127535	
	7.698000	,	-0.136558	
	7.696000	,	-0.132046	
	7.696000	,	-0.105621	
	7.694000	,	0.017805	
	7.694000	,	-0.104654	
	7.692000	,	-0.103365	
	7.692000	,	-0.061471	
	7.690000	,	-0.103365	
	7.690000	,	-0.094664	
	7.688000	,	-0.106588	
	7.688000	,	-0.063405	
	7.686000	,	-0.178774	
	7.686000	,	0.101916	
	7.684000	,	-0.076940	
	7.684000	,	-0.066305	
	7.682000	,	-0.083385	
	7.682000	,	-0.073717	
	7.680000	,	0.083547	
	7.680000	,	-0.059860	
	7.678000	,	-0.033434	
	7.678000	,	-0.079196	
	7.676000	,	-0.057926	
	7.676000	,	-0.075651	
	7.674000	,	-0.062760	
	7.674000	,	-0.015710	
	7.672000	,	-0.064694	
	7.672000	,	-0.043747	
	7.670000	,	-0.019899	
	7.670000	,	-0.063727	
	7.668000	,	-0.061793	
	7.668000	,	-0.062116	
	7.666000	,	-0.066950	
	7.666000	,	-0.013454	
	7.664000	,	-0.066627	
	7.664000	,	-0.018933	
	7.662000	,	-0.121090	
	7.662000	,	-0.041813	
	7.660000	,	-0.037946	
	7.660000	,	-0.066950	
	7.658000	,	-0.049870	
	7.658000	,	-0.014421	
	7.656000	,	-0.043747	
	7.656000	,	-0.007331	
	7.654000	,	0.021995	
	7.654000	,	-0.090797	
	7.652000	,	-0.038268	
	7.652000	,	-0.078551	
	7.650000	,	-0.048258	
	7.650000	,	-0.140425	
	7.648000	,	-0.029567	
	7.648000	,	-0.041491	
	7.646000	,	-0.098209	
	7.646000	,	-0.088863	
	7.644000	,	0.012971	
	7.644000	,	-0.034079	
	7.642000	,	-0.065016	
	7.642000	,	-0.025378	
	7.640000	,	-0.011198	
	7.640000	,	0.012005	
	7.638000	,	-0.014743	
	7.638000	,	-0.026022	
	7.636000	,	-0.023444	
	7.636000	,	-0.016032	
	7.634000	,	-0.017966	
	7.634000	,	-0.052448	
	7.632000	,	-0.084674	
	7.632000	,	-0.044714	
	7.630000	,	-0.015065	
	7.630000	,	-0.007009	
	7.628000	,	-0.084029	
	7.628000	,	-0.042458	
	7.626000	,	-0.040524	
	7.626000	,	-0.010876	
	7.624000	,	-0.033112	
	7.624000	,	-0.031823	
	7.622000	,	0.002014	
	7.622000	,	-0.009587	
	7.620000	,	-0.024733	
	7.620000	,	-0.049547	
