sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
AZ10,15,-10,,double_lorentzain,0.9694544449880969,True,0.010650875047521442,8.11632422911129,0.06009265833295723,-1.6708819448582544,0.09874956178036094,410.73514333930103,0.009999336022900242,1.433739153997374,0.010002673034103238,-0.01013846606067254,0.040056337220071125,0.04584308139302553,0.05484302314616906,358.4788041671229,0.07879363263911493,0.051701471314211545,0.05476391038676214,0.2832404802290554,0.04466528621271867,-0.000618776241351592,0.00010874539483614249,AZ10_f15GHz_m10dB_sens50_2.500Vpp_Final_processed.csv
