sample,f,db,index,model,r2,success,redchi,A1,A1_err,B1,B1_err,H01,H01_err,dH1,dH1_err,A2,A2_err,B2,B2_err,H02,H02_err,dH2,dH2_err,C,C_err,D,D_err,description
AZ10,,-10,,double_lorentzain,0.9864769460735558,True,0.010192802321516377,7.729522399976308,0.10274638104768108,-3.1405809763808175,0.12876266412723836,117.447673250796,0.007933212440098859,0.9427634639168151,0.007936484509284499,-0.108661903216904,0.13320817688015857,-1.2651549308503407,0.07764922695382144,116.00119386547352,0.038336959031648174,0.767877712732146,0.03832165778510431,0.10290845426529034,0.02479625570038631,-0.0005534989085711995,0.0002132387681782154,AZ10_f6_m10dB_sens50_2.500Vpp_Final_processed.csv
