I (A),H (T),dP/dH
0.8,59.4412,0.034563
0.8,59.4412,0.033918
0.8,59.4412,0.005882
0.798,59.312391999999996,0.023284
0.798,59.312391999999996,0.062277
0.796,59.183583999999996,0.11674
0.796,59.183583999999996,0.041975
0.794,59.054776,0.145743
0.794,59.054776,0.073879
0.792,58.925968,0.05841
0.792,58.925968,0.101593
0.79,58.79716,0.079035
0.79,58.79716,0.062277
0.788,58.668352,0.016194
0.788,58.668352,0.077424
0.786,58.539544,0.029084
0.786,58.539544,0.17088
0.784,58.410736,0.079035
0.784,58.410736,0.048098
0.782,58.281928,0.055188
0.782,58.281928,0.041653
0.78,58.15312,0.36746
0.78,58.15312,0.014905
0.778,58.024311999999995,0.043264
0.778,58.024311999999995,0.08258
0.776,57.895503999999995,-0.018288
0.776,57.895503999999995,0.047453
0.774,57.766695999999996,0.037463
0.774,57.766695999999996,0.00846
0.772,57.637888,0.171524
0.772,57.637888,0.026506
0.77,57.50908,0.023606
0.77,57.50908,0.09966
0.768,57.380272,0.012649
0.768,57.380272,0.025862
0.766,57.251464,0.011038
0.766,57.251464,0.01845
0.764,57.122656,0.017483
0.764,57.122656,0.032307
0.762,56.993848,0.032952
0.762,56.993848,0.294629
0.76,56.86504,0.118029
0.76,56.86504,0.029084
0.758,56.736231999999994,0.198917
0.758,56.736231999999994,0.029084
0.756,56.607423999999995,0.049387
0.756,56.607423999999995,0.04133
0.754,56.478615999999995,0.03553
0.754,56.478615999999995,0.046809
0.752,56.349807999999996,0.04552
0.752,56.349807999999996,0.122863
0.75,56.221,0.048742
0.75,56.221,0.053899
0.748,56.092192,0.044231
0.748,56.092192,-0.284154
0.746,55.963384,0.034885
0.746,55.963384,0.051965
0.744,55.834576,-0.086608
0.744,55.834576,0.060022
0.742,55.705768,0.069045
0.742,55.705768,0.038752
0.74,55.57695999999999,0.029407
0.74,55.57695999999999,0.051321
0.738,55.44815199999999,0.035852
0.738,55.44815199999999,0.16089
0.736,55.319343999999994,0.012005
0.736,55.319343999999994,-0.040846
0.734,55.190535999999994,0.036496
0.734,55.190535999999994,0.007171
0.732,55.061727999999995,0.083224
0.732,55.061727999999995,0.043264
0.73,54.932919999999996,0.074201
0.73,54.932919999999996,0.029729
0.728,54.804111999999996,0.044553
0.728,54.804111999999996,0.049065
0.726,54.675304,0.005237
0.726,54.675304,-0.05277
0.724,54.546496,0.027151
0.724,54.546496,0.041653
0.722,54.417688,0.036174
0.722,54.417688,0.036174
0.72,54.28887999999999,-0.038591
0.72,54.28887999999999,0.179581
0.718,54.16007199999999,-0.001853
0.718,54.16007199999999,0.039397
0.716,54.03126399999999,0.024895
0.716,54.03126399999999,0.032307
0.714,53.902455999999994,0.094504
0.714,53.902455999999994,-0.087897
0.712,53.773647999999994,0.086769
0.712,53.773647999999994,0.093859
0.71,53.644839999999995,0.036174
0.71,53.644839999999995,0.135109
0.708,53.516031999999996,0.008782
0.708,53.516031999999996,0.074201
0.706,53.387223999999996,0.041975
0.706,53.387223999999996,0.044875
0.704,53.258416,0.060344
0.704,53.258416,-0.011198
0.702,53.129608,0.102238
0.702,53.129608,0.050031
0.7,53.00079999999999,0.082258
0.7,53.00079999999999,-0.009909
0.698,52.87199199999999,0.046809
0.698,52.87199199999999,0.039075
0.696,52.74318399999999,0.058088
0.696,52.74318399999999,-0.018288
0.694,52.61437599999999,0.024895
0.694,52.61437599999999,0.033596
0.692,52.485567999999994,-0.065016
0.692,52.485567999999994,-0.044714
0.69,52.356759999999994,0.024895
0.69,52.356759999999994,0.009104
0.688,52.227951999999995,0.008782
0.688,52.227951999999995,0.088703
0.686,52.099144,0.016838
0.686,52.099144,0.070979
0.684,51.970336,0.085158
0.684,51.970336,0.039719
0.682,51.841528,0.040364
0.682,51.841528,0.058088
0.68,51.71272,0.108361
0.68,51.71272,0.092892
0.678,51.583912,0.040364
0.678,51.583912,0.036819
0.676,51.455104,-0.01861
0.676,51.455104,0.052287
0.674,51.326296,0.035207
0.674,51.326296,0.159278
0.672,51.197488,0.050031
0.672,51.197488,0.034563
0.67,51.06868,0.014583
0.67,51.06868,0.040364
0.668,50.939872,-0.089508
0.668,50.939872,-0.023122
0.666,50.811064,0.082902
0.666,50.811064,-0.09982
0.664,50.682256,-0.022155
0.664,50.682256,0.004593
0.662,50.553447999999996,-0.002819
0.662,50.553447999999996,-0.045036
0.66,50.42464,-0.009265
0.66,50.42464,0.099982
0.658,50.295832,-0.04568
0.658,50.295832,-0.104977
0.656,50.167024,-0.055026
0.656,50.167024,0.003303
0.654,50.038216,-0.149771
0.654,50.038216,-0.005398
0.652,49.909408,-0.021188
0.652,49.909408,-0.132046
0.65,49.7806,-0.004753
0.65,49.7806,0.012649
0.648,49.651792,-0.013454
0.648,49.651792,-0.094342
0.646,49.522984,-0.06276
0.646,49.522984,-0.094986
0.644,49.394175999999995,0.046164
0.644,49.394175999999995,0.036819
0.642,49.265367999999995,-0.065661
0.642,49.265367999999995,-0.050192
0.64,49.136559999999996,-0.122379
0.64,49.136559999999996,-0.047292
0.638,49.007751999999996,-0.070494
0.638,49.007751999999996,-0.106588
0.636,48.878944,0.048742
0.636,48.878944,-0.084674
0.634,48.750136,-0.08983
0.634,48.750136,-0.107232
0.632,48.621328,-0.299623
0.632,48.621328,-0.12399
0.63,48.49252,-0.194243
0.63,48.49252,-0.253861
0.628,48.363712,-0.29221
0.628,48.363712,-0.310579
0.626,48.234904,-0.388567
0.626,48.234904,-0.376643
0.624,48.106095999999994,-0.44464
0.624,48.106095999999994,-0.481378
0.622,47.977287999999994,-0.583857
0.622,47.977287999999994,-0.610927
0.62,47.848479999999995,-0.677313
0.62,47.848479999999995,-0.799772
0.618,47.719671999999996,-0.847144
